patch_id,input
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_65_51,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_74_35,"Explain the distribution of land cover in this image, including the geographic region and season."
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_49_10,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_12_05,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_61_70,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_52_78,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_02_58,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_62_05,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2A_MSIL2A_20180430T094031_N9999_R036_T34TCR_45_03,"Describe this satellite image, including the location, season, and observed land cover."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_63_10,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_57_00,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_07_56,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_68_73,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_68_88,"Provide a description of this image, including the location, season, and distribution of land cover types."
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_51_48,"Describe the landscape shown in this satellite image, mentioning the region, climate, and land cover classes."
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_74_03,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_31_44,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_04_49,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_58_20,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2A_MSIL2A_20171104T095201_N9999_R079_T33TXN_01_11,"Provide a detailed summary of the scene, including the location and distribution of different land cover types."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_08_58,Describe this image in detail.
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_61_19,"Provide a detailed summary of the scene, including the location and distribution of different land cover types."
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_33_15,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_34_02,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_40_84,Describe the satellite image in detail.
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_68_22,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_48_89,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_82_70,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_87_54,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_71_50,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_82_50,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_63_49,"Explain the landscape features visible in this image, including where and when it was captured."
S2B_MSIL2A_20171206T094349_N9999_R036_T34TCR_58_08,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_07_38,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_73_79,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_80_09,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_42_90,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_56_37,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2A_MSIL2A_20180318T093031_N9999_R136_T35UMB_36_78,Describe the satellite image in detail.
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_46_39,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_88_75,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_10_41,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_86_90,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_65_88,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_13_20,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_42_35,"Describe this satellite image, including the location, season, and observed land cover."
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_82_23,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_63_66,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_39_81,"Explain the distribution of land cover in this image, including the geographic region and season."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_41_58,"Describe the landscape shown in this satellite image, mentioning the region, climate, and land cover classes."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_45_60,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_07_04,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_64_00,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_85_75,Describe the satellite image in detail.
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_04_67,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_34_20,Describe this image in detail.
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_45_22,"Provide a detailed description, mentioning the location, seasonal context, and different land covers."
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_18_28,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_85_35,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2B_MSIL2A_20180417T102019_N9999_R065_T34WFV_39_02,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_18_48,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_31_86,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_45_03,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_39_09,"Explain the landscape features visible in this image, including where and when it was captured."
S2A_MSIL2A_20180510T094031_N9999_R036_T35VLC_22_61,"Provide a detailed description, mentioning the location, seasonal context, and different land covers."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_58_26,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2B_MSIL2A_20180225T105019_N9999_R051_T31UER_65_01,"Provide a detailed summary of the scene, including the location and distribution of different land cover types."
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_34_44,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_30_42,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_81_29,"Provide a detailed description, mentioning the location, seasonal context, and different land covers."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_43_44,"Provide a detailed summary of the scene, including the location and distribution of different land cover types."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_11_28,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_87_68,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_04_34,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_11_34,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_43_61,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_53_79,"Provide a detailed description, mentioning the location, seasonal context, and different land covers."
